Shipment_ID,Order_Date,Delivery_Date,Scheduled_Delivery_Date,Origin_City,Destination_City,Distance_KM,Carrier_ID,Vehicle_Type,Shipment_Weight_KG,Shipment_Volume_M3,Priority_Level,Customer_ID,Freight_Cost,Delivery_Status
SHP-04081,2023-02-11,2023-02-12,2023-02-12,Miami,Chicago,763,CAR-002,Semi-Truck,703.33,1.266,Express,CUST-6311,1065.86,On-Time
SHP-04082,2023-04-07,2023-04-11,2023-04-10,Miami,Boston,1959,CAR-002,Truck,532.67,1.113,Standard,CUST-6856,1880.2,Delayed
SHP-04083,2023-11-17,2023-11-20,2023-11-18,San Francisco,Boston,1053,CAR-004,Van,95.76,0.112,Express,CUST-3223,930.23,Delayed
SHP-04084,2024-04-30,2024-05-01,2024-05-01,Milwaukee,Baltimore,692,CAR-004,Semi-Truck,126.66,0.134,Standard,CUST-8246,479.27,On-Time
SHP-04085,2023-09-14,2023-09-17,2023-09-16,Cleveland,Seattle,1004,CAR-003,Cargo Plane,334.11,0.741,Standard,CUST-6201,1150.15,Delayed
SHP-04086,2024-05-02,2024-05-05,2024-05-05,New York,Denver,1527,CAR-006,Truck,150.97,0.371,Standard,CUST-3732,1168.4,On-Time
SHP-04087,2024-03-11,2024-03-14,2024-03-12,Nashville,Minneapolis,322,CAR-002,Van,495.46,0.638,Standard,CUST-9613,288.13,Delayed
SHP-04088,2023-05-02,2023-05-03,2023-05-03,Minneapolis,San Francisco,361,CAR-008,Semi-Truck,383.57,1.027,Standard,CUST-3617,566.0,On-Time
SHP-04089,2023-01-15,2023-01-16,2023-01-16,Houston,San Francisco,295,CAR-005,Semi-Truck,902.32,1.728,Standard,CUST-4834,530.61,On-Time
SHP-04090,2023-03-27,2023-03-29,2023-03-28,Boston,Dallas,603,CAR-002,Truck,389.49,0.702,Express,CUST-6505,806.74,Delayed
SHP-04091,2023-03-17,2023-03-23,2023-03-19,Houston,Detroit,1160,CAR-002,Truck,119.56,0.298,Standard,CUST-9844,886.42,Delayed
SHP-04092,2023-05-27,2023-05-28,2023-05-28,Los Angeles,Nashville,984,CAR-002,Van,113.32,0.313,Overnight,CUST-2637,1357.02,On-Time
SHP-04093,2023-06-27,2023-06-28,2023-06-28,Washington DC,Boston,1192,CAR-003,Van,890.79,2.381,Overnight,CUST-9700,4170.76,On-Time
SHP-04094,2024-07-23,2024-07-25,2024-07-25,Milwaukee,Cleveland,1216,CAR-007,Van,593.64,1.607,Standard,CUST-2481,1497.33,On-Time
SHP-04095,2024-11-04,2024-11-11,2024-11-08,New York,Milwaukee,2159,CAR-004,Van,150.44,0.368,Standard,CUST-7565,1560.13,Delayed
SHP-04096,2023-11-01,2023-11-07,2023-11-05,Milwaukee,Nashville,2464,CAR-001,Semi-Truck,710.85,1.878,Standard,CUST-4891,3032.9,Delayed
SHP-04097,2023-04-20,2023-04-21,2023-04-21,Milwaukee,Miami,991,CAR-005,Van,289.88,0.517,Standard,CUST-7079,1244.91,On-Time
SHP-04098,2024-03-28,2024-03-30,2024-03-30,Washington DC,Philadelphia,1339,CAR-007,Van,287.59,0.587,Standard,CUST-6426,1456.28,On-Time
SHP-04099,2023-10-27,2023-10-31,2023-10-30,Los Angeles,Detroit,1958,CAR-002,Semi-Truck,332.57,0.828,Standard,CUST-9541,1605.68,Delayed
SHP-04100,2024-12-25,2024-12-29,2024-12-29,New York,Detroit,2043,CAR-007,Van,277.39,0.812,Standard,CUST-4686,2224.92,On-Time
SHP-04101,2023-03-28,2023-03-29,2023-03-29,Philadelphia,Nashville,597,CAR-004,Truck,232.73,0.501,Express,CUST-8926,671.54,On-Time
SHP-04102,2024-05-10,2024-05-13,2024-05-13,Milwaukee,Seattle,1567,CAR-004,Truck,350.85,0.993,Standard,CUST-2879,1368.86,On-Time
SHP-04103,2024-11-20,2024-11-21,2024-11-21,San Francisco,Minneapolis,219,CAR-003,Truck,505.46,0.862,Overnight,CUST-6566,596.11,On-Time
SHP-04104,2023-03-07,2023-03-12,2023-03-08,Nashville,Milwaukee,600,CAR-006,Van,88.05,0.123,Overnight,CUST-2366,986.96,Delayed
SHP-04105,2023-02-24,2023-02-27,2023-02-27,Miami,Atlanta,2467,CAR-006,Truck,326.62,0.895,Express,CUST-2604,3107.38,On-Time
SHP-04106,2024-08-30,2024-09-02,2024-09-02,Minneapolis,Cleveland,1590,CAR-007,Truck,51.62,0.105,Standard,CUST-8252,1522.51,On-Time
SHP-04107,2023-08-12,2023-08-13,2023-08-13,Seattle,Dallas,1076,CAR-002,Truck,258.74,0.654,Express,CUST-6881,1228.27,On-Time
SHP-04108,2023-05-21,2023-05-24,2023-05-24,Minneapolis,Houston,1678,CAR-001,Truck,163.38,0.309,Standard,CUST-8242,1325.85,On-Time
SHP-04109,2024-10-20,2024-10-22,2024-10-22,Atlanta,Cleveland,1482,CAR-003,Semi-Truck,567.35,1.621,Standard,CUST-2326,2216.17,On-Time
SHP-04110,2024-01-18,2024-01-19,2024-01-19,Chicago,Cleveland,1295,CAR-008,Van,673.87,1.485,Express,CUST-1837,3912.85,On-Time
SHP-04111,2023-01-11,2023-01-14,2023-01-12,San Francisco,Boston,1053,CAR-006,Van,514.34,0.545,Express,CUST-9531,1580.84,Delayed
SHP-04112,2023-09-07,2023-09-09,2023-09-08,San Francisco,Milwaukee,599,CAR-004,Truck,353.51,0.583,Standard,CUST-6073,473.15,Delayed
SHP-04113,2024-10-15,2024-10-17,2024-10-17,Phoenix,Denver,1412,CAR-007,Van,226.57,0.317,Standard,CUST-8415,1577.59,On-Time
SHP-04114,2024-02-11,2024-02-15,2024-02-14,Philadelphia,Miami,1803,CAR-008,Truck,258.76,0.372,Standard,CUST-4370,2762.68,Delayed
SHP-04115,2023-10-07,2023-10-09,2023-10-09,San Francisco,Dallas,1366,CAR-006,Truck,242.15,0.466,Standard,CUST-2127,1081.71,On-Time
SHP-04116,2024-07-03,2024-07-04,2024-07-04,San Francisco,Phoenix,881,CAR-007,Van,526.64,0.966,Express,CUST-2577,1684.26,On-Time
SHP-04117,2023-02-15,2023-02-16,2023-02-16,New York,Minneapolis,688,CAR-005,Van,531.83,1.193,Standard,CUST-3165,904.71,On-Time
SHP-04118,2024-04-02,2024-04-04,2024-04-04,Cleveland,Detroit,1362,CAR-006,Van,948.49,2.523,Standard,CUST-5006,2036.37,On-Time
SHP-04119,2023-10-15,2023-10-18,2023-10-17,Miami,Detroit,1491,CAR-006,Van,522.92,0.665,Standard,CUST-4850,1678.42,Delayed
SHP-04120,2024-07-02,2024-07-03,2024-07-03,Miami,Milwaukee,898,CAR-002,Van,138.77,0.142,Express,CUST-4227,987.37,On-Time
SHP-04121,2024-12-02,2024-12-05,2024-12-05,Cleveland,New York,2288,CAR-002,Semi-Truck,1085.09,1.639,Express,CUST-7735,4493.21,On-Time
SHP-04122,2023-08-16,2023-08-17,2023-08-17,Baltimore,Los Angeles,652,CAR-001,Van,397.04,1.033,Standard,CUST-2408,675.08,On-Time
SHP-04123,2024-10-26,2024-10-29,2024-10-27,Denver,Milwaukee,2494,CAR-004,Truck,176.02,0.453,Overnight,CUST-9360,3418.77,Delayed
SHP-04124,2024-08-29,2024-08-31,2024-08-31,Chicago,New York,1682,CAR-001,Truck,47.8,0.055,Express,CUST-4017,1977.93,On-Time
SHP-04125,2023-02-17,2023-02-22,2023-02-19,Chicago,Seattle,1155,CAR-006,Truck,346.58,0.436,Standard,CUST-8764,986.15,Delayed
SHP-04126,2023-01-10,2023-01-13,2023-01-13,Philadelphia,Dallas,1904,CAR-006,Truck,261.5,0.331,Standard,CUST-1451,1657.86,On-Time
SHP-04127,2024-10-31,2024-11-02,2024-11-02,Chicago,New York,1682,CAR-007,Semi-Truck,110.02,0.123,Express,CUST-8516,2111.35,On-Time
SHP-04128,2023-01-07,2023-01-12,2023-01-11,Cleveland,Boston,2382,CAR-001,Van,328.12,0.664,Standard,CUST-5338,2283.93,Delayed
SHP-04129,2024-10-20,2024-10-21,2024-10-21,Miami,Houston,201,CAR-002,Van,318.17,0.938,Standard,CUST-3322,187.13,On-Time
SHP-04130,2024-09-23,2024-09-26,2024-09-26,Nashville,Phoenix,1734,CAR-003,Truck,374.56,0.675,Standard,CUST-4048,2239.07,On-Time
SHP-04131,2024-04-09,2024-04-10,2024-04-10,Los Angeles,Phoenix,724,CAR-002,Van,521.04,1.077,Standard,CUST-2905,737.91,On-Time
SHP-04132,2024-12-05,2024-12-08,2024-12-06,Cleveland,Atlanta,578,CAR-004,Truck,126.33,0.342,Express,CUST-4940,584.55,Delayed
SHP-04133,2024-08-21,2024-08-25,2024-08-25,Philadelphia,Minneapolis,2119,CAR-004,Van,89.01,0.09,Standard,CUST-7253,1411.53,On-Time
SHP-04134,2024-03-27,2024-03-28,2024-03-28,Cleveland,Washington DC,979,CAR-001,Semi-Truck,180.93,0.252,Standard,CUST-9100,794.26,On-Time
SHP-04135,2023-08-01,2023-08-02,2023-08-02,Denver,Minneapolis,780,CAR-004,Van,982.92,2.335,Standard,CUST-5693,929.39,On-Time
SHP-04136,2023-02-17,2023-02-21,2023-02-19,Phoenix,New York,1281,CAR-004,Van,700.51,1.842,Standard,CUST-5729,1291.36,Delayed
SHP-04137,2024-11-14,2024-11-16,2024-11-16,Milwaukee,Dallas,1078,CAR-007,Van,335.1,0.346,Standard,CUST-7246,1147.37,On-Time
SHP-04138,2023-06-30,2023-07-04,2023-07-04,Washington DC,San Francisco,2206,CAR-005,Van,1002.38,2.8,Standard,CUST-5863,4181.0,On-Time
SHP-04139,2024-11-27,2024-11-28,2024-11-28,Minneapolis,Atlanta,234,CAR-006,Semi-Truck,376.81,0.737,Standard,CUST-5885,225.81,On-Time
SHP-04140,2023-06-28,2023-07-06,2023-07-01,New York,Milwaukee,2159,CAR-004,Van,101.84,0.229,Express,CUST-9714,2089.39,Delayed
SHP-04141,2024-03-07,2024-03-11,2024-03-10,Boston,Phoenix,1696,CAR-004,Semi-Truck,101.85,0.104,Standard,CUST-7361,1113.84,Delayed
SHP-04142,2023-11-17,2023-11-20,2023-11-20,New York,Baltimore,1987,CAR-007,Cargo Plane,640.23,0.973,Standard,CUST-8914,2869.76,On-Time
SHP-04143,2023-01-23,2023-01-24,2023-01-24,Boston,New York,827,CAR-002,Truck,521.81,0.65,Standard,CUST-1463,806.91,On-Time
SHP-04144,2023-10-12,2023-10-13,2023-10-13,Washington DC,Baltimore,390,CAR-005,Truck,227.61,0.636,Standard,CUST-4732,424.62,On-Time
SHP-04145,2024-02-16,2024-02-20,2024-02-17,Milwaukee,Chicago,1015,CAR-007,Truck,61.9,0.116,Express,CUST-3967,1301.71,Delayed
SHP-04146,2023-05-29,2023-05-30,2023-05-30,Nashville,Dallas,397,CAR-001,Semi-Truck,377.3,1.02,Express,CUST-2861,523.86,On-Time
SHP-04147,2024-11-08,2024-11-13,2024-11-11,Milwaukee,Nashville,2464,CAR-005,Truck,269.0,0.756,Express,CUST-4654,4160.02,Delayed
SHP-04148,2023-10-14,2023-10-18,2023-10-17,Los Angeles,Milwaukee,1546,CAR-006,Semi-Truck,226.5,0.406,Standard,CUST-2342,1404.65,Delayed
SHP-04149,2024-07-10,2024-07-14,2024-07-11,Houston,Dallas,597,CAR-004,Van,588.18,1.153,Standard,CUST-1334,533.33,Delayed
SHP-04150,2023-03-31,2023-04-04,2023-04-04,Phoenix,Detroit,2174,CAR-005,Truck,429.47,0.49,Standard,CUST-7561,2836.84,On-Time
SHP-04151,2024-10-29,2024-10-30,2024-10-30,Baltimore,Phoenix,746,CAR-003,Semi-Truck,558.35,0.746,Standard,CUST-8343,1077.98,On-Time
SHP-04152,2024-06-22,2024-06-24,2024-06-24,Houston,Philadelphia,1684,CAR-003,Semi-Truck,265.54,0.725,Express,CUST-5129,2700.13,On-Time
SHP-04153,2024-08-13,2024-08-16,2024-08-16,Houston,Philadelphia,1684,CAR-006,Van,495.07,1.368,Standard,CUST-1931,1894.12,On-Time
SHP-04154,2023-11-20,2023-11-24,2023-11-23,Houston,Philadelphia,1684,CAR-008,Semi-Truck,586.91,0.597,Standard,CUST-2808,3026.37,Delayed
SHP-04155,2023-10-13,2023-10-14,2023-10-14,Los Angeles,Baltimore,737,CAR-004,Truck,133.23,0.19,Standard,CUST-9466,534.63,On-Time
SHP-04156,2023-04-08,2023-04-12,2023-04-11,Minneapolis,Detroit,1563,CAR-001,Truck,904.81,1.438,Standard,CUST-8088,2384.13,Delayed
SHP-04157,2023-03-20,2023-03-23,2023-03-23,Miami,Phoenix,1639,CAR-007,Truck,220.08,0.535,Standard,CUST-6134,1542.9,On-Time
SHP-04158,2024-02-21,2024-02-23,2024-02-23,Miami,Seattle,1933,CAR-001,Van,253.57,0.478,Express,CUST-2542,2766.85,On-Time
SHP-04159,2023-06-22,2023-06-23,2023-06-23,Cleveland,Los Angeles,702,CAR-006,Cargo Plane,328.24,0.57,Standard,CUST-3916,680.0,On-Time
SHP-04160,2024-02-29,2024-03-04,2024-03-04,Cleveland,Boston,2382,CAR-001,Truck,88.51,0.183,Standard,CUST-4570,2127.92,On-Time
SHP-04161,2024-05-14,2024-05-16,2024-05-15,Nashville,Houston,493,CAR-007,Truck,168.84,0.377,Overnight,CUST-1877,1040.9,Delayed
SHP-04162,2024-02-06,2024-02-07,2024-02-07,Washington DC,Miami,380,CAR-003,Semi-Truck,143.9,0.198,Standard,CUST-2864,383.69,On-Time
SHP-04163,2023-08-01,2023-08-04,2023-08-02,Chicago,Minneapolis,1494,CAR-007,Van,230.57,0.273,Express,CUST-3813,2187.96,Delayed
SHP-04164,2023-04-28,2023-05-02,2023-05-02,Cleveland,Denver,2095,CAR-007,Semi-Truck,348.38,0.366,Standard,CUST-2974,2434.84,On-Time
SHP-04165,2023-09-05,2023-09-06,2023-09-06,Baltimore,Chicago,659,CAR-004,Truck,131.46,0.143,Standard,CUST-1600,482.32,On-Time
SHP-04166,2023-02-16,2023-02-19,2023-02-17,Washington DC,Chicago,216,CAR-006,Truck,722.26,1.904,Standard,CUST-6853,255.98,Delayed
SHP-04167,2023-10-30,2023-11-01,2023-11-01,San Francisco,Cleveland,1171,CAR-008,Semi-Truck,904.44,2.065,Standard,CUST-6599,2881.63,On-Time
SHP-04168,2024-12-12,2024-12-14,2024-12-14,Los Angeles,Seattle,1120,CAR-004,Cargo Plane,175.24,0.331,Standard,CUST-9981,717.49,On-Time
SHP-04169,2023-05-07,2023-05-09,2023-05-09,Minneapolis,Philadelphia,1329,CAR-001,Semi-Truck,279.4,0.697,Standard,CUST-4568,1380.65,On-Time
SHP-04170,2024-09-10,2024-09-12,2024-09-12,Philadelphia,Los Angeles,1615,CAR-002,Van,270.21,0.578,Express,CUST-6603,2010.93,On-Time
SHP-04171,2023-04-19,2023-04-23,2023-04-23,Baltimore,Nashville,2274,CAR-004,Van,681.83,1.744,Standard,CUST-4018,2180.61,On-Time
SHP-04172,2023-11-27,2023-11-28,2023-11-28,New York,Minneapolis,688,CAR-008,Semi-Truck,312.23,0.905,Standard,CUST-5162,1051.69,On-Time
SHP-04173,2024-05-20,2024-05-24,2024-05-22,Houston,Minneapolis,1685,CAR-004,Semi-Truck,475.17,1.235,Express,CUST-4078,2098.16,Delayed
SHP-04174,2024-02-20,2024-02-23,2024-02-23,New York,Phoenix,2249,CAR-006,Van,861.41,2.446,Express,CUST-5278,4237.94,On-Time
SHP-04175,2024-01-02,2024-01-05,2024-01-05,Los Angeles,Philadelphia,1905,CAR-008,Semi-Truck,341.38,1.002,Standard,CUST-5123,2817.17,On-Time
SHP-04176,2023-11-22,2023-11-25,2023-11-24,Philadelphia,Boston,1015,CAR-006,Truck,281.18,0.466,Standard,CUST-1142,833.92,Delayed
SHP-04177,2024-04-26,2024-04-27,2024-04-27,Atlanta,Philadelphia,883,CAR-006,Truck,412.37,0.916,Standard,CUST-1755,808.02,On-Time
SHP-04178,2024-10-28,2024-10-29,2024-10-29,Miami,Houston,201,CAR-004,Truck,172.11,0.252,Standard,CUST-9820,153.54,On-Time
SHP-04179,2024-04-20,2024-04-21,2024-04-21,Nashville,Washington DC,859,CAR-001,Van,242.6,0.272,Standard,CUST-3880,804.18,On-Time
SHP-04180,2024-12-20,2024-12-22,2024-12-21,Baltimore,Los Angeles,652,CAR-007,Truck,92.92,0.251,Standard,CUST-7857,545.7,Delayed
SHP-04181,2024-02-15,2024-02-19,2024-02-19,Dallas,Houston,2019,CAR-006,Van,996.61,2.21,Standard,CUST-8708,2934.13,On-Time
SHP-04182,2023-07-16,2023-07-17,2023-07-17,Washington DC,Milwaukee,1269,CAR-004,Truck,197.08,0.313,Overnight,CUST-4708,1987.55,On-Time
SHP-04183,2024-12-24,2024-12-25,2024-12-25,Philadelphia,Atlanta,360,CAR-008,Van,400.06,1.166,Standard,CUST-6007,620.0,On-Time
SHP-04184,2023-05-16,2023-05-17,2023-05-17,Houston,Milwaukee,1228,CAR-004,Truck,291.2,0.483,Express,CUST-2541,1305.43,On-Time
SHP-04185,2024-12-05,2024-12-06,2024-12-06,Seattle,Philadelphia,1329,CAR-002,Semi-Truck,221.59,0.371,Express,CUST-2004,1358.74,On-Time
SHP-04186,2024-02-26,2024-02-29,2024-02-29,Cleveland,Denver,2095,CAR-004,Van,80.86,0.141,Express,CUST-6055,1723.39,On-Time
SHP-04187,2023-01-15,2023-01-19,2023-01-19,New York,Washington DC,2391,CAR-003,Truck,645.86,0.748,Standard,CUST-6079,3411.56,On-Time
SHP-04188,2023-10-25,2023-10-29,2023-10-27,Washington DC,Dallas,1260,CAR-005,Van,163.67,0.253,Standard,CUST-5435,1277.58,Delayed
SHP-04189,2023-06-09,2023-06-14,2023-06-12,Houston,Denver,2478,CAR-004,Truck,188.58,0.558,Express,CUST-7026,2678.2,Delayed
SHP-04190,2023-01-08,2023-01-11,2023-01-11,Miami,Atlanta,2467,CAR-003,Truck,241.41,0.442,Express,CUST-2488,4139.64,On-Time
SHP-04191,2023-05-01,2023-05-03,2023-05-03,Denver,Seattle,1835,CAR-006,Truck,36.56,0.095,Express,CUST-7824,1928.2,On-Time
SHP-04192,2023-10-08,2023-10-11,2023-10-10,Houston,Los Angeles,1220,CAR-005,Semi-Truck,495.83,0.789,Standard,CUST-6061,1479.61,Delayed
SHP-04193,2024-05-21,2024-05-24,2024-05-24,Philadelphia,Los Angeles,1615,CAR-008,Truck,743.42,1.39,Standard,CUST-2064,3704.78,On-Time
SHP-04194,2023-07-17,2023-07-21,2023-07-19,Phoenix,Chicago,1281,CAR-004,Truck,212.16,0.46,Standard,CUST-2529,931.08,Delayed
SHP-04195,2024-12-01,2024-12-02,2024-12-02,Detroit,Cleveland,1282,CAR-006,Van,417.02,0.63,Express,CUST-2246,1912.0,On-Time
SHP-04196,2024-11-14,2024-11-16,2024-11-15,Miami,New York,1054,CAR-001,Semi-Truck,93.87,0.095,Overnight,CUST-6235,1650.8,Delayed
SHP-04197,2024-09-23,2024-09-27,2024-09-27,Denver,Milwaukee,2494,CAR-001,Semi-Truck,126.76,0.38,Standard,CUST-3874,2317.63,On-Time
SHP-04198,2023-02-06,2023-02-09,2023-02-09,Boston,Minneapolis,2256,CAR-008,Van,256.6,0.514,Express,CUST-7252,4835.16,On-Time
SHP-04199,2024-03-19,2024-03-22,2024-03-21,Milwaukee,Cleveland,1216,CAR-004,Semi-Truck,131.06,0.284,Standard,CUST-6684,744.2,Delayed
SHP-04200,2023-08-28,2023-08-30,2023-08-29,Washington DC,Atlanta,501,CAR-006,Truck,394.51,0.909,Standard,CUST-9876,470.96,Delayed
SHP-04201,2023-07-16,2023-07-21,2023-07-19,Detroit,Los Angeles,2414,CAR-004,Van,271.39,0.53,Express,CUST-3077,2629.34,Delayed
SHP-04202,2023-10-15,2023-10-18,2023-10-18,Milwaukee,Nashville,2464,CAR-008,Semi-Truck,541.56,1.57,Express,CUST-7202,6931.74,On-Time
SHP-04203,2024-03-10,2024-03-11,2024-03-11,Chicago,Detroit,1060,CAR-002,Truck,656.93,1.197,Express,CUST-4302,1527.04,On-Time
SHP-04204,2023-11-04,2023-11-06,2023-11-05,Denver,Washington DC,1427,CAR-004,Truck,304.7,0.909,Express,CUST-8743,1651.54,Delayed
SHP-04205,2024-01-15,2024-01-19,2024-01-19,Denver,Milwaukee,2494,CAR-004,Cargo Plane,46.14,0.06,Standard,CUST-5168,1544.57,On-Time
SHP-04206,2023-02-08,2023-02-09,2023-02-09,Los Angeles,Phoenix,724,CAR-008,Semi-Truck,495.93,0.89,Standard,CUST-5718,1234.08,On-Time
SHP-04207,2023-06-29,2023-06-30,2023-06-30,Miami,Dallas,841,CAR-002,Semi-Truck,88.83,0.141,Standard,CUST-3188,643.84,On-Time
SHP-04208,2024-07-21,2024-07-22,2024-07-22,Philadelphia,Atlanta,360,CAR-001,Van,402.63,0.497,Standard,CUST-6570,372.54,On-Time
SHP-04209,2023-01-23,2023-01-26,2023-01-25,Washington DC,Los Angeles,1180,CAR-003,Truck,111.29,0.261,Standard,CUST-9569,1164.47,Delayed
SHP-04210,2024-09-28,2024-09-29,2024-09-29,Dallas,Miami,995,CAR-006,Truck,126.6,0.268,Overnight,CUST-1135,1537.89,On-Time
SHP-04211,2023-09-12,2023-09-15,2023-09-15,Minneapolis,Cleveland,1590,CAR-008,Semi-Truck,998.66,1.955,Standard,CUST-7913,3981.94,On-Time
SHP-04212,2023-10-18,2023-10-21,2023-10-19,Washington DC,Chicago,216,CAR-005,Truck,527.0,0.532,Standard,CUST-7633,298.55,Delayed
SHP-04213,2023-12-03,2023-12-07,2023-12-07,Chicago,Boston,2335,CAR-003,Truck,230.33,0.575,Standard,CUST-9569,2665.46,On-Time
SHP-04214,2023-07-26,2023-07-27,2023-07-27,Atlanta,Nashville,848,CAR-002,Semi-Truck,607.42,1.256,Standard,CUST-3234,834.66,On-Time
SHP-04215,2024-07-17,2024-07-19,2024-07-19,Houston,Baltimore,1063,CAR-008,Truck,118.74,0.136,Standard,CUST-5666,1506.88,On-Time
SHP-04216,2024-09-17,2024-09-18,2024-09-18,Boston,New York,827,CAR-001,Truck,75.37,0.134,Express,CUST-8104,893.92,On-Time
SHP-04217,2024-03-16,2024-03-18,2024-03-18,Philadelphia,Seattle,1418,CAR-008,Truck,256.21,0.291,Standard,CUST-8487,1982.3,On-Time
SHP-04218,2023-01-17,2023-01-19,2023-01-19,Miami,Baltimore,1353,CAR-005,Van,199.6,0.324,Standard,CUST-1364,1424.94,On-Time
SHP-04219,2024-03-19,2024-03-21,2024-03-21,Philadelphia,Seattle,1418,CAR-005,Van,727.57,2.121,Standard,CUST-8214,2300.28,On-Time
SHP-04220,2023-03-26,2023-03-30,2023-03-30,Detroit,Los Angeles,2414,CAR-006,Cargo Plane,295.97,0.603,Standard,CUST-8340,2272.9,On-Time
SHP-04221,2023-04-16,2023-04-17,2023-04-17,Houston,San Francisco,295,CAR-007,Truck,64.52,0.172,Standard,CUST-6337,265.37,On-Time
SHP-04222,2023-01-01,2023-01-04,2023-01-04,Houston,Denver,2478,CAR-005,Van,299.31,0.699,Express,CUST-7920,4198.15,On-Time
SHP-04223,2023-01-21,2023-01-22,2023-01-22,Boston,Seattle,453,CAR-005,Truck,188.25,0.29,Express,CUST-5272,622.57,On-Time
SHP-04224,2024-07-30,2024-08-01,2024-08-01,Chicago,New York,1682,CAR-002,Truck,200.43,0.371,Express,CUST-7028,1920.96,On-Time
SHP-04225,2024-09-17,2024-09-18,2024-09-18,Baltimore,Detroit,1154,CAR-008,Cargo Plane,312.0,0.757,Express,CUST-6368,2307.46,On-Time
SHP-04226,2023-01-20,2023-01-23,2023-01-23,Seattle,Denver,2010,CAR-002,Cargo Plane,452.01,0.957,Express,CUST-1272,2419.91,On-Time
SHP-04227,2024-10-23,2024-10-25,2024-10-25,Minneapolis,Philadelphia,1329,CAR-007,Truck,216.5,0.422,Standard,CUST-4757,1332.86,On-Time
SHP-04228,2024-05-11,2024-05-12,2024-05-12,Washington DC,Phoenix,327,CAR-006,Van,456.17,0.552,Standard,CUST-5330,356.04,On-Time
SHP-04229,2023-07-02,2023-07-04,2023-07-04,Atlanta,Los Angeles,1831,CAR-004,Truck,17.09,0.019,Express,CUST-3749,1613.33,On-Time
SHP-04230,2023-12-06,2023-12-07,2023-12-07,Detroit,Milwaukee,674,CAR-008,Van,1016.1,1.841,Express,CUST-3130,2260.11,On-Time
SHP-04231,2023-12-05,2023-12-08,2023-12-08,Denver,Seattle,1835,CAR-006,Semi-Truck,148.08,0.395,Standard,CUST-9036,1521.14,On-Time
SHP-04232,2024-03-14,2024-03-15,2024-03-15,Chicago,Miami,1438,CAR-007,Semi-Truck,355.36,0.534,Express,CUST-2168,2497.04,On-Time
SHP-04233,2024-10-06,2024-10-08,2024-10-08,San Francisco,Dallas,1366,CAR-008,Semi-Truck,317.56,0.769,Standard,CUST-5710,2015.22,On-Time
SHP-04234,2024-08-09,2024-08-11,2024-08-11,Miami,Detroit,1491,CAR-006,Semi-Truck,818.08,1.243,Standard,CUST-7313,1922.23,On-Time
SHP-04235,2023-07-20,2023-07-22,2023-07-21,Boston,San Francisco,303,CAR-005,Truck,77.44,0.197,Standard,CUST-1356,285.57,Delayed
SHP-04236,2023-03-23,2023-03-25,2023-03-25,New York,Chicago,1934,CAR-005,Van,447.23,0.59,Express,CUST-7182,3610.52,On-Time
SHP-04237,2024-09-07,2024-09-11,2024-09-11,San Francisco,New York,2182,CAR-005,Cargo Plane,828.62,2.455,Standard,CUST-4414,3805.14,On-Time
SHP-04238,2023-01-02,2023-01-03,2023-01-03,Detroit,Milwaukee,674,CAR-007,Truck,51.44,0.084,Express,CUST-9023,866.38,On-Time
SHP-04239,2024-04-15,2024-04-18,2024-04-18,Atlanta,Dallas,1679,CAR-003,Truck,572.39,1.518,Standard,CUST-4542,2574.17,On-Time
SHP-04240,2024-02-01,2024-02-04,2024-02-04,Atlanta,Detroit,1506,CAR-004,Van,194.59,0.381,Standard,CUST-4532,1016.05,On-Time
SHP-04241,2023-09-17,2023-09-19,2023-09-19,San Francisco,Dallas,1366,CAR-003,Van,176.95,0.222,Standard,CUST-5229,1560.04,On-Time
SHP-04242,2024-02-17,2024-02-18,2024-02-18,Miami,Houston,201,CAR-004,Truck,386.9,0.555,Standard,CUST-4811,155.21,On-Time
SHP-04243,2023-04-18,2023-04-20,2023-04-19,Washington DC,Chicago,216,CAR-001,Truck,411.74,0.87,Standard,CUST-7074,207.02,Delayed
SHP-04244,2024-03-26,2024-03-27,2024-03-27,Minneapolis,Washington DC,902,CAR-001,Van,90.0,0.186,Express,CUST-1783,960.95,On-Time
SHP-04245,2024-04-04,2024-04-05,2024-04-05,Seattle,New York,569,CAR-006,Semi-Truck,535.7,1.447,Express,CUST-6854,812.16,On-Time
SHP-04246,2024-04-17,2024-04-18,2024-04-18,Baltimore,Boston,997,CAR-007,Truck,159.14,0.201,Standard,CUST-7359,900.89,On-Time
SHP-04247,2023-09-08,2023-09-08,2023-09-09,Cleveland,Los Angeles,702,CAR-005,Truck,253.53,0.492,Overnight,CUST-9001,1514.46,Early
SHP-04248,2024-05-22,2024-05-26,2024-05-25,Milwaukee,Seattle,1567,CAR-006,Truck,622.52,0.645,Standard,CUST-5466,1675.34,Delayed
SHP-04249,2024-12-01,2024-12-04,2024-12-04,Denver,Phoenix,1512,CAR-003,Van,42.03,0.113,Standard,CUST-9231,1564.11,On-Time
SHP-04250,2024-12-30,2025-01-02,2025-01-02,Milwaukee,Seattle,1567,CAR-008,Truck,178.73,0.498,Standard,CUST-8309,2419.6,On-Time
SHP-04251,2024-04-15,2024-04-17,2024-04-17,Miami,Minneapolis,1836,CAR-008,Semi-Truck,89.88,0.199,Express,CUST-4932,3685.09,On-Time
